순위,도서명,상세링크,저자,출판사,출판일,판매가,정가,판매지수,평점,리뷰수,책소개
44,이게 되네? AI 실무 올인원 미친 활용법 71제,https://www.yes24.com/product/goods/192277218,이석현,골든래빗,2026년 07월,"23,400","26,000","2,895",10.0,16,"챗GPT, 제미나이, 클로드, 퍼플렉시티, 노트북LM, 노션 AI, 나노바나나 2, 그록. 들어는 봤는데, 정작 업무에 제대로 쓰고 있는 도구가 몇 개나 되나요?"
45,AI 시대에 개발자가 알아야 할 인프라 구성 배포 with 클로드 코드,https://www.yes24.com/product/goods/191693950,조훈,길벗,2026년 06월,"21,600","24,000","5,184",10.0,3,"바이브 코딩이 ‘자연어로 코드를 만드는’ 흐름을 열었다면, 이 책은 '자연어로 인프라를 구축하고 운영하는 방법'을 소개한다. 자연어로 내린 지시가 깃에 선언으로 기록되고, 그 선언이 실제 인프라에 반영되도록 하여 '말이 곧 인프라가 되는 시대'의 새로운 업무 방식인 GitAIOps를 경험할 수 있다. 클로드 코드를 활용해 클라우드 네이티브 환경에서 인프라를 설계하고 구축하며, 배포하고 운영하는 전 과정을 실습 중심으로 다룬다. 가상의 스타트업 Notiflex가 성장하는 여정을 따라가며, 이 과정에서 다양한 핵심 기술을 자연스럽게 익힐 수 있다. 또한 AI를 단순한 자동화 도구가 아닌 학습 파트너로 활용해 문제를 탐색하고, 비교하고, 검증하는 새로운 학습 방식을 제시한다. 인프라를 완벽히 알고 시작할 필요 없이 직접 배포하고 질문하며 답을 확인하는 과정을 통해 실무 감각을 익힐 수 있도록 설계했다. 기술 자체보다는 AI 시대에 필요한 ‘일하는 감각'과 '질문하는 감각’을 키우도록 돕는 것이 이 책의 목표이다. AI 시대에 경쟁력을 갖춘 개발자와 인프라 엔지니어로 성장하고 싶은 분들에게 든든한 길잡이가 되어줄 것이다."
46,Do it! AI 시대에 살아남는 프런트엔드 면접의 기술,https://www.yes24.com/product/goods/191211795,정희,이지스퍼블리싱,2026년 06월,"32,400","36,000","5,145",10.0,5,"생성형 AI가 코드를 작성해 주는 시대가 열리면서 단순히 최신 기술을 활용하는 수준을 넘어, 기술의 원리를 이해하고 자신의 언어로 설명할 수 있는 개발자의 중요성이 더욱 커지고 있다. 이 책은 11년 차 현직 개발자이자 실제 면접관으로 활동해 온 저자의 실무 경험을 바탕으로 프런트엔드 면접과 실무에서 자주 등장하는 질문 109개를 Q & A 형식으로 정리한 실전 면접 대비서다. 단순히 면접 답변을 암기하는 것이 아니라 질문의 의도를 이해하고 핵심 개념을 자신의 경험과 연결해 설명할 수 있도록 돕는다."
47,학교에서 바로 쓰는 제미나이 & 노트북LM,https://www.yes24.com/product/goods/184533580,"손성호, 김민, 김상백, 송유미, 박권, 정보 더 보기/감추기, 손성호, 김민, 김상백, 송유미, 박권, 최동욱",학교도서관저널,2026년 04월,"17,100","19,000","12,117",10.0,15,"과중한 업무로 교육에 집중할 수 없는 교사들에게 업무 부담을 덜고 교육 본질의 시간을 되찾아 줄 수 있는 AI 활용 방법을 알려 주는 책. 오랜 기간 교육혁신을 주도해 온 6명의 교사는 생성형 AI 2대장 제미나이와 노트북LM를 사용해 업무 효율을 높이는 구체적인 방법을 안내한다. 교사라면 누구나 손쉽게 처리하고 싶어할 만한 업무를, AI를 활용해 효과적으로 처리하는 과정을 구체적인 예를 들어 설명한다. 사업 계획서나 공문서 요약부터 웹 시스템 구축까지 상황별로 적용할 수 있는 다양한 사례 제시되어 있어서 실제 업무 환경에서 유용하게 참고할 수 있을 것이다. 많이 써본 사람만 아는 AI 활용 Tip과 프롬프트 및 자료 예시를 QR 코드로 제공하여 쉽게 따라하고 바로 현장에 적용할 수 있을 것이다."
48,요즘 바이브 코딩 코덱스 완벽 가이드,https://www.yes24.com/product/goods/175110068,윤재원,골든래빗,2026년 02월,"25,200","28,000","6,621",9.8,36,진짜 개발자는 인공지능 에이전트를 어떻게 사용할까요? 그리고 코덱스는 어떻게 사용해야 제대로 쓰는 걸까요? 국내 대형 플랫폼 기업에서 실제로 에이전트를 활용하는 개발자에게 직접 배워보세요. 400명 이상의 멘토링으로 검증된 '바이브 코딩/에이전틱 코딩' 실전 프레임워크를 통해 개발 생산성과 결과물의 정합성을 함께 끌어올린 저자의 실무 노하우를 이 책에 모두 담았습니다. 이 책의 가이드와 함께라면 누구나 숙련된 개발자처럼 결과물을 만들어낼 수 있어요. 한마디로 '코덱스의 가장 완벽한 가이드'라고 할 수 있죠.
49,AI 2041,https://www.yes24.com/product/goods/116860343,"리카이푸, 천치우판, 이현",한빛비즈,2023년 01월,"26,820","29,800","10,305",9.7,75,"알파고가 이세돌 기사에게 승리를 거둔 직후, 대중은 인공지능이 인류를 지배하는 시대가 왔다며 충격에 휩싸였다. 카이스트 김대식 교수는 “당황하는 이세돌 9단의 얼굴에서 20년 후 우리의 모습을 봤다”며 지금 직업의 절반이 사라질 20년 후를 대비해야 한다고 경고했다. 반면 고(故) 이어령 선생은 “데이터베이스, 즉 1,000명의 프로 기사가 훈수를 두는 상대와 싸워서 졌을 뿐”이라며 지나친 AI포비아를 경계하기도 했다."
50,AI가 두려운 당신에게,https://www.yes24.com/product/goods/193361186,"배경훈, 과학기술정보통신부",한빛미디어,2026년 07월,"16,020","17,800","6,264",9.9,29,좋은 질문을 던지는 능력이야말로 고도의 사고 능력이다.
51,"돈이 되네? 주문과 매출이 동시에 터지는 스마트스토어+쿠팡 [AI 실전 활용, 2026년 정책 반영]",https://www.yes24.com/product/goods/192695313,김경은(단아쌤),골든래빗,2026년 07월,"23,220","25,800","2,088",,,"온라인 판매는 누구나 시작할 수 있지만, 누구나 살아남지는 못합니다. 유튜브와 SNS에는 ‘월천 셀러’, ‘자동 매출’을 약속하는 콘텐츠가 넘쳐나지만, 정작 지금 시장에서 실제로 통하는 방법을 알려주는 곳은 드뭅니다."
52,"누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오",https://www.yes24.com/product/goods/152644865,"현병욱(오땡큐), 신수진",시프트,2025년 09월,"18,000","20,000","20,880",9.7,29,"AI로 시작하는 음악, 쉽고 재미있게 나만의 음악을 만들며, 음악의 매력에 빠져 보자! 'AI에서 클릭 몇 번이면 음악이 뚝딱 완성되는데, 과연 책을 볼 필요가 있을까?' 직접 AI를 사용하여 음악을 만들어 보면 가졌던 의문이 싹 사라질 것이다. 물론 클릭 몇 번으로 음악을 만들 수는 있다. 하지만 완성된 음악을 들어보면 뭔가 엉성하거나 엉망진창일 때가 많다. 그럴 때 이 책을 펼쳐보자. 뻔한 프롬프트 작성 방법만 가득 담겨 있는 그런 책이 아니다. AI를 이용하되 좀 더 제대로 된 음악을 만들 수 있도록 최소한의 음악 이론, 실습 기반의 튜토리얼, 그리고 수십 번의 테스트를 거쳐 검증한 프롬프트 조합까지 친절하게 설명해 준다. 20만 구독자를 보유한 음악 전문 크리에이터이자, 프로 작곡가인 오땡큐 저자의 노하우를 참고하여 원하는 장르, 보컬 스타일, 분위기, 악기 등을 담아 완성도 높은 나만의 음악을 만들어 보자."
53,구글 시트로 스마트한 학교 만들기 : 교사를 위한 스프레드시트 활용 가이드,https://www.yes24.com/product/goods/144648441,"지미정, 장성진, 유병선",앤써북,2025년 04월,"21,960","24,400","18,615",9.9,17,"『구글 시트로 스마트한 학교 만들기』는 구글 시트 찐 프로 현직 교사 3인이 유치원·어린이집 및 초·중·고 교사가 수업 준비, 학급 운영, 반복적인 행정 업무에 당장 활용할 수 있는 구체적인 방법과 실습을 소개하는 실전 활용서이다. 이 책은 교육 현장에서 교사들이 직면하는 문제들을 해결하고, 수업과 학급 운영, 행정 업무, 담임 업무, 일정 관리 등의 업무 효율화를 돕기 위해 만들어졌다. 구글 시트(스프레드시트)는 단순한 표 작성 도구를 넘어 학급 운영, 성적 관리, 데이터 분석 등 다양한 방식으로 활용할 수 있는 강력한 도구이다. 하지만 처음 접하면 복잡하게 느껴질 수 있고, 익숙해지기 전까지는 ""나와는 맞지 않을 것 같다""라는 생각이 들기도 한다."
54,혼자 공부하는 머신러닝+딥러닝,https://www.yes24.com/product/goods/143912145,박해선,한빛미디어,2025년 04월,"28,800","32,000","18,177",9.7,148,"『혼자 공부하는 머신러닝+딥러닝』 (개정판)은 머신러닝과 딥러닝의 핵심 개념을 쉽고 체계적으로 익힐 수 있도록 돕는 입문서로, 최신 AI 트렌드를 반영해 더욱 완성도를 높였다. 특히 트랜스포머와 대규모 언어 모델(LLM) 실습을 새롭게 추가하여, 최신 AI 기술이 실제로 어떻게 동작하는지 배울 수 있도록 했다."
55,90% 교사가 모르는 내 컴퓨터 숨겨진 꿀기능 40제,https://www.yes24.com/product/goods/193050689,최우진,앤써북,2026년 07월,"15,930","17,700","2,601",10.0,8,"나이스(NEIS) 창을 띄워 두고, 내일 수업 자료를 만들고, 쏟아지는 공문을 처리하는 선생님의 책상 풍경은 학교급과 상관없이 놀랍도록 비슷합니다. 우리가 하루 중 가장 오래 마주하는 도구는 다름 아닌 '윈도우가 깔린 평범한 업무용 컴퓨터'입니다. 그런데 그 안에는 90%의 선생님이 몰라서 쓰지 못했던 기능들이 보물처럼 숨어 있습니다."
56,요즘 교사를 위한 AI×에듀테크 가이드 음악&미술 수업 편 with 2022 개정 교육과정,https://www.yes24.com/product/goods/192509680,"김태선, 조민의",한빛미디어,2026년 06월,"18,900","21,000","2,526",9.9,95,"프롬프트 몇 줄이면 그림이 그려지고 음악이 뚝딱 완성되는 시대다. 하지만 놀라운 기술 뒤에는 ‘이 많은 도구를 다 알아야 하나’, ‘예술 수업에 어떻게 써야 하나’ 하는 막막함이 따라온다. 이 책은 이러한 교실 현장의 고민에 따뜻한 손을 내미는 음악·미술 교과 중심 AI×에듀테크 실천 가이드다. 현직 초등교사인 두 저자가 2022 개정 교육과정을 기반으로 실제 교실에서 아이들과 함께 호흡하며 꼼꼼히 검증한 활동들만 엄선해 담았다."
57,클로드 코워크 시작하기,https://www.yes24.com/product/goods/192164452,조남경,비엘북스,2026년 07월,"25,200","28,000","2,514",,,"금요일 오후 4시, 부장님의 메신저 한 줄. “이번 주 매출 요약 6시까지, 슬라이드 3장으로 부탁해.” 모니터에 띄워진 엑셀 파일은 열세 개. 양식도 내용도 제각각입니다. 평소라면 합치고 정리해 슬라이드로 만드는 데만 세 시간, 야근을 각오해야 하는 상황입니다. 이 순간 세상에는 두 종류의 사람이 있습니다. 한 사람은 채팅 AI에게 “매출 요약하는 법”을 묻고 친절한 설명을 받지만, 결국 본인이 엑셀을 열어 복사하고 붙여넣어 슬라이드를 만듭니다. 다른 한 사람은 코워크 창에 엑셀 열세 개를 한꺼번에 떨어뜨리고 한 문장만 남긴 채 커피를 뽑으러 갑니다. 자리에 돌아올 때쯤, 완성된 PPT가 화면에 열려 있습니다."
58,검색은 끝났다 AEO·GEO 마케팅,https://www.yes24.com/product/goods/191698395,"주민건, 한용희, 김진용",골든래빗,2026년 06월,"21,600","24,000","3,768",9.8,11,"AI 시대, 제품과 브랜드를 제대로 알리고 싶은 절실한 마음을 가진 마케터가 가장 먼저 부딪히는 질문을 단 하나다. ""소비자가 AI에게 물었을 때, 우리 제품이 거기 있는가?"" 이 질문에 자신 있게 답하지 못한다면, 승패는 이미 갈리고 있는 것이다."
59,AI 영상 제작,https://www.yes24.com/product/goods/193681748,"문수민, 민지영, 신호진, 강경희, 앤미디어",길벗,2026년 07월,"24,300","27,000","1,140",10.0,3,100줄의 프롬프트보다 강력한 비주얼 프롬프팅으로 헐리우드급 영상을 만든다!
60,"딸깍! 나의 업무 비서 클로드 with 엑셀, 파워포인트",https://www.yes24.com/product/goods/192564690,LearnAI Team,위키북스,2026년 07월,"23,400","26,000","1,788",,,"마이크로소프트 365에 내장된 Claude for Excel과 Claude for PowerPoint는 엑셀 사이드패널에서 자연어로 수식을 만들고, 데이터를 정리하고, 파워포인트 슬라이드를 자동으로 생성합니다. 코딩도 필요 없고, 복잡한 설치도 없습니다. 지금 쓰고 있는 엑셀과 파워포인트 안에서 바로 시작할 수 있습니다."
61,된다! 조회수 터지는 인스타그램 릴스 만들기,https://www.yes24.com/product/goods/180508055,최지영,이지스퍼블리싱,2026년 03월,"18,900","21,000","4,188",9.9,74,"“내 얘기는 너무 평범한 거 아닐까?”, “아는 사람이 보면 민망한데…”와 같은 이유로 인스타그램에 도전하기 어려웠다면 주목! 인스타그램의 숏폼 콘텐츠인 릴스를 이용해 계정을 키우고 사람들과 소통하며 수익화하는 방법까지 다룬 릴스 입문서가 나왔다. 6개의 장으로 구성된 이 책은 계정 최적화 방법부터 릴스를 업로드할 때 주의할 점, 알고리즘을 내 편으로 만드는 노하우, 빠르게 접근할 수 있는 4가지 수익화 비결까지 모두 제공한다. 초보자도 부담 없이 시작할 수 있도록 예시와 실습으로 자세히 설명하고, 시행착오를 최대한 줄일 수 있도록 성공할 수밖에 없는 전략만 쏙쏙 골라 담았다. 책을 완독했을 땐 릴스도 5분 만에 뚝딱 만들어 내고 댓글을 달며 팔로워와 제법 능수능란하고 자유롭게 소통하는 자신을 발견할 수 있을 것이다."
